kun·­skap,~en ~er ,Singular,en kunskap,obestämd form,en kunskaps,obestämd form genitiv,kunskapen,bestämd form,kunskapens,bestämd form genitiv,Plural,kunskaper,obestämd form,kunskapers,obestämd form genitiv,kunskaperna,bestämd form,kunskapernas,bestämd form genitiv
kluster,klustret; pl. ~, best. pl. klustren ,Singular,ett kluster,obestämd form,ett klusters,obestämd form genitiv,klustret,bestämd form,klustrets,bestämd form genitiv,Plural,kluster,obestämd form,klusters,obestämd form genitiv,klustren,bestämd form,klustrens,bestämd form genitiv
mån|­dag,~en el. vard. ‑dan; pl. ~ar ,Singular,en måndag,obestämd form,en måndags,obestämd form genitiv,måndagen (måndan),bestämd form,måndagens (måndans),bestämd form genitiv,Plural,måndagar,obestämd form,måndagars,obestämd form genitiv,måndagarna,bestämd form,måndagarnas,bestämd form genitiv
be·­täck·­ning,~en ~ar ,Singular,en betäckning,obestämd form,en betäcknings,obestämd form genitiv,betäckningen,bestämd form,betäckningens,bestämd form genitiv,Plural,betäckningar,obestämd form,betäckningars,obestämd form genitiv,betäckningarna,bestämd form,betäckningarnas,bestämd form genitiv
för·­svar,~et; pl. ~ ,Singular,ett försvar,obestämd form,ett försvars,obestämd form genitiv,försvaret,bestämd form,försvarets,bestämd form genitiv,Plural,försvar,obestämd form,försvars,obestämd form genitiv,försvaren,bestämd form,försvarens,bestämd form genitiv
mynd·­ig·­het,~en ~er ,Singular,en myndighet,obestämd form,en myndighets,obestämd form genitiv,myndigheten,bestämd form,myndighetens,bestämd form genitiv,Plural,myndigheter,obestämd form,myndigheters,obestämd form genitiv,myndigheterna,bestämd form,myndigheternas,bestämd form genitiv
snuva,~n snuvor ,Singular,en snuva,obestämd form,en snuvas,obestämd form genitiv,snuvan,bestämd form,snuvans,bestämd form genitiv,Plural,snuvor,obestämd form,snuvors,obestämd form genitiv,snuvorna,bestämd form,snuvornas,bestämd form genitiv
snuva,~de ~t ,Finita former,snuvar,presens aktiv,snuvas,presens passiv,snuvade,preteritum aktiv,snuvades,preteritum passiv,snuva,imperativ aktiv,Infinita former,att snuva,infinitiv aktiv,att snuvas,infinitiv passiv,har/hade snuvat,supinum aktiv,har/hade snuvats,supinum passiv,Presens particip,snuvande,Perfekt particip,en snuvad + substantiv,ett snuvat + substantiv,den/det/de snuvade + substantiv
w,w:et; pl. w:n el. w, best. pl. w:na ,Singular,ett w,obestämd form,ett w:s,obestämd form genitiv,w:et,bestämd form,w:ets,bestämd form genitiv,Plural,w:n (w),obestämd form,w:ns (w:s),obestämd form genitiv,w:na,bestämd form,w:nas,bestämd form genitiv
av|­brott,~et; pl. ~ ,Singular,ett avbrott,obestämd form,ett avbrotts,obestämd form genitiv,avbrottet,bestämd form,avbrottets,bestämd form genitiv,Plural,avbrott,obestämd form,avbrotts,obestämd form genitiv,avbrotten,bestämd form,avbrottens,bestämd form genitiv
en·­sam·­het,~en ~er ,Singular,en ensamhet,obestämd form,en ensamhets,obestämd form genitiv,ensamheten,bestämd form,ensamhetens,bestämd form genitiv,Plural,ensamheter,obestämd form,ensamheters,obestämd form genitiv,ensamheterna,bestämd form,ensamheternas,bestämd form genitiv
an|­sats,~en ~er ,Singular,en ansats,obestämd form,en ansats,obestämd form genitiv,ansatsen,bestämd form,ansatsens,bestämd form genitiv,Plural,ansatser,obestämd form,ansatsers,obestämd form genitiv,ansatserna,bestämd form,ansatsernas,bestämd form genitiv
re·­miss,~en ~er ,Singular,en remiss,obestämd form,en remiss,obestämd form genitiv,remissen,bestämd form,remissens,bestämd form genitiv,Plural,remisser,obestämd form,remissers,obestämd form genitiv,remisserna,bestämd form,remissernas,bestämd form genitiv
snäsa,~n snäsor ,Singular,en snäsa,obestämd form,en snäsas,obestämd form genitiv,snäsan,bestämd form,snäsans,bestämd form genitiv,Plural,snäsor,obestämd form,snäsors,obestämd form genitiv,snäsorna,bestämd form,snäsornas,bestämd form genitiv
snäsa,snäste snäst ,Finita former,snäser,presens aktiv,snäses,presens passiv,snäste,preteritum aktiv,snästes,preteritum passiv,snäs,imperativ aktiv,Infinita former,att snäsa,infinitiv aktiv,att snäsas,infinitiv passiv,har/hade snäst,supinum aktiv,har/hade snästs,supinum passiv,Presens particip,snäsande,Perfekt particip,en snäst + substantiv,ett snäst + substantiv,den/det/de snästa + substantiv
in·­vent·­ari·­um,inventariet inventarier ,Singular,ett inventarium,obestämd form,ett inventariums,obestämd form genitiv,inventariet,bestämd form,inventariets,bestämd form genitiv,Plural,inventarier,obestämd form,inventariers,obestämd form genitiv,inventarierna,bestämd form,inventariernas,bestämd form genitiv
firma,~n firmor ,Singular,en firma,obestämd form,en firmas,obestämd form genitiv,firman,bestämd form,firmans,bestämd form genitiv,Plural,firmor,obestämd form,firmors,obestämd form genitiv,firmorna,bestämd form,firmornas,bestämd form genitiv
biblio·­tek,~et; pl. ~ ,Singular,ett bibliotek,obestämd form,ett biblioteks,obestämd form genitiv,biblioteket,bestämd form,bibliotekets,bestämd form genitiv,Plural,bibliotek,obestämd form,biblioteks,obestämd form genitiv,biblioteken,bestämd form,bibliotekens,bestämd form genitiv
sub·­stit·­ut,~et; pl. ~ ,Singular,ett substitut,obestämd form,ett substituts,obestämd form genitiv,substitutet,bestämd form,substitutets,bestämd form genitiv,Plural,substitut,obestämd form,substituts,obestämd form genitiv,substituten,bestämd form,substitutens,bestämd form genitiv
plats,~en ~er ,Singular,en plats,obestämd form,en plats,obestämd form genitiv,platsen,bestämd form,platsens,bestämd form genitiv,Plural,platser,obestämd form,platsers,obestämd form genitiv,platserna,bestämd form,platsernas,bestämd form genitiv
nesa,~n nesor ,Singular,en nesa,obestämd form,en nesas,obestämd form genitiv,nesan,bestämd form,nesans,bestämd form genitiv,Plural,nesor,obestämd form,nesors,obestämd form genitiv,nesorna,bestämd form,nesornas,bestämd form genitiv
slem,~met ,Singular,ett slem,obestämd form,ett slems,obestämd form genitiv,slemmet,bestämd form,slemmets,bestämd form genitiv
slem,~t ~ma ,Positiv,en slem + substantiv,ett slemt + substantiv,den/det/de slemma + substantiv,den slemme + maskulint substantiv,Komparativ,en/ett/den/det/de slemmare + substantiv,Superlativ,är slemmast,den/det/de slemmaste + substantiv
ex·­il,~en ~er ,Singular,en exil,obestämd form,en exils,obestämd form genitiv,exilen,bestämd form,exilens,bestämd form genitiv,Plural,exiler,obestämd form,exilers,obestämd form genitiv,exilerna,bestämd form,exilernas,bestämd form genitiv
dis·­pos·­it·ion,~en ~er ,Singular,en disposition,obestämd form,en dispositions,obestämd form genitiv,dispositionen,bestämd form,dispositionens,bestämd form genitiv,Plural,dispositioner,obestämd form,dispositioners,obestämd form genitiv,dispositionerna,bestämd form,dispositionernas,bestämd form genitiv
re·­form·­at·ion,~en ~er ,Singular,en reformation,obestämd form,en reformations,obestämd form genitiv,reformationen,bestämd form,reformationens,bestämd form genitiv,Plural,reformationer,obestämd form,reformationers,obestämd form genitiv,reformationerna,bestämd form,reformationernas,bestämd form genitiv
ut|­nyttj·­ande,~t ~n ,Singular,ett utnyttjande,obestämd form,ett utnyttjandes,obestämd form genitiv,utnyttjandet,bestämd form,utnyttjandets,bestämd form genitiv,Plural,utnyttjanden,obestämd form,utnyttjandens,obestämd form genitiv,utnyttjandena,bestämd form,utnyttjandenas,bestämd form genitiv
kulv·­ert,~en ~ar ,Singular,en kulvert,obestämd form,en kulverts,obestämd form genitiv,kulverten,bestämd form,kulvertens,bestämd form genitiv,Plural,kulvertar,obestämd form,kulvertars,obestämd form genitiv,kulvertarna,bestämd form,kulvertarnas,bestämd form genitiv
liv,~et; pl. ~ ,Singular,ett liv,obestämd form,ett livs,obestämd form genitiv,livet,bestämd form,livets,bestämd form genitiv,Plural,liv,obestämd form,livs,obestämd form genitiv,liven,bestämd form,livens,bestämd form genitiv,Övrig(a) form(er),livsens,i vissa uttryck
öv·­ning,~en ~ar ,Singular,en övning,obestämd form,en övnings,obestämd form genitiv,övningen,bestämd form,övningens,bestämd form genitiv,Plural,övningar,obestämd form,övningars,obestämd form genitiv,övningarna,bestämd form,övningarnas,bestämd form genitiv
under·­lig·­het,~en ~er ,Singular,en underlighet,obestämd form,en underlighets,obestämd form genitiv,underligheten,bestämd form,underlighetens,bestämd form genitiv,Plural,underligheter,obestämd form,underligheters,obestämd form genitiv,underligheterna,bestämd form,underligheternas,bestämd form genitiv
son,~en söner ,Singular,en son,obestämd form,en sons,obestämd form genitiv,sonen,bestämd form,sonens,bestämd form genitiv,Plural,söner,obestämd form,söners,obestämd form genitiv,sönerna,bestämd form,sönernas,bestämd form genitiv
sekund·­är|­litter·­at·­ur,~en ,Singular,en sekundärlitteratur,obestämd form,en sekundärlitteraturs,obestämd form genitiv,sekundärlitteraturen,bestämd form,sekundärlitteraturens,bestämd form genitiv
tid|­punkt,~en ~er ,Singular,en tidpunkt,obestämd form,en tidpunkts,obestämd form genitiv,tidpunkten,bestämd form,tidpunktens,bestämd form genitiv,Plural,tidpunkter,obestämd form,tidpunkters,obestämd form genitiv,tidpunkterna,bestämd form,tidpunkternas,bestämd form genitiv
or,~et; pl. ~ ,Singular,ett or,obestämd form,ett ors,obestämd form genitiv,oret,bestämd form,orets,bestämd form genitiv,Plural,or,obestämd form,ors,obestämd form genitiv,oren,bestämd form,orens,bestämd form genitiv
till|­stånd,~et; pl. ~ ,Singular,ett tillstånd,obestämd form,ett tillstånds,obestämd form genitiv,tillståndet,bestämd form,tillståndets,bestämd form genitiv,Plural,tillstånd,obestämd form,tillstånds,obestämd form genitiv,tillstånden,bestämd form,tillståndens,bestämd form genitiv
an|­vis·­ning,~en ~ar ,Singular,en anvisning,obestämd form,en anvisnings,obestämd form genitiv,anvisningen,bestämd form,anvisningens,bestämd form genitiv,Plural,anvisningar,obestämd form,anvisningars,obestämd form genitiv,anvisningarna,bestämd form,anvisningarnas,bestämd form genitiv
ad·­verb,~et; pl. ~ ,Singular,ett adverb,obestämd form,ett adverbs,obestämd form genitiv,adverbet,bestämd form,adverbets,bestämd form genitiv,Plural,adverb,obestämd form,adverbs,obestämd form genitiv,adverben,bestämd form,adverbens,bestämd form genitiv
bil,~en ~ar ,Singular,en bil,obestämd form,en bils,obestämd form genitiv,bilen,bestämd form,bilens,bestämd form genitiv,Plural,bilar,obestämd form,bilars,obestämd form genitiv,bilarna,bestämd form,bilarnas,bestämd form genitiv
skov,~et; pl. ~ ,Singular,ett skov,obestämd form,ett skovs,obestämd form genitiv,skovet,bestämd form,skovets,bestämd form genitiv,Plural,skov,obestämd form,skovs,obestämd form genitiv,skoven,bestämd form,skovens,bestämd form genitiv
fakt·­or,~n ~er [‑o´r‑] ,Singular,en faktor,obestämd form,en faktors,obestämd form genitiv,faktorn,bestämd form,faktorns,bestämd form genitiv,Plural,faktorer,obestämd form,faktorers,obestämd form genitiv,faktorerna,bestämd form,faktorernas,bestämd form genitiv
suf·­fix,~et; pl. ~ ,Singular,ett suffix,obestämd form,ett suffix,obestämd form genitiv,suffixet,bestämd form,suffixets,bestämd form genitiv,Plural,suffix,obestämd form,suffix,obestämd form genitiv,suffixen,bestämd form,suffixens,bestämd form genitiv
folder,~n foldrar ,Singular,en folder,obestämd form,en folders,obestämd form genitiv,foldern,bestämd form,folderns,bestämd form genitiv,Plural,foldrar,obestämd form,foldrars,obestämd form genitiv,foldrarna,bestämd form,foldrarnas,bestämd form genitiv
dags|­läge,~t ,Singular,ett dagsläge,obestämd form,ett dagsläges,obestämd form genitiv,dagsläget,bestämd form,dagslägets,bestämd form genitiv
ung·­dom,~en ~ar ,Singular,en ungdom,obestämd form,en ungdoms,obestämd form genitiv,ungdomen,bestämd form,ungdomens,bestämd form genitiv,Plural,ungdomar,obestämd form,ungdomars,obestämd form genitiv,ungdomarna,bestämd form,ungdomarnas,bestämd form genitiv
flykt,~en ~er ,Singular,en flykt,obestämd form,en flykts,obestämd form genitiv,flykten,bestämd form,flyktens,bestämd form genitiv,Plural,flykter,obestämd form,flykters,obestämd form genitiv,flykterna,bestämd form,flykternas,bestämd form genitiv
flykt,~en ,Singular,en flykt,obestämd form,en flykts,obestämd form genitiv,flykten,bestämd form,flyktens,bestämd form genitiv
socio·­lekt,~en ~er ,Singular,en sociolekt,obestämd form,en sociolekts,obestämd form genitiv,sociolekten,bestämd form,sociolektens,bestämd form genitiv,Plural,sociolekter,obestämd form,sociolekters,obestämd form genitiv,sociolekterna,bestämd form,sociolekternas,bestämd form genitiv
glos|­bok,~en ‑böcker ,Singular,en glosbok,obestämd form,en glosboks,obestämd form genitiv,glosboken,bestämd form,glosbokens,bestämd form genitiv,Plural,glosböcker,obestämd form,glosböckers,obestämd form genitiv,glosböckerna,bestämd form,glosböckernas,bestämd form genitiv
be·­möt·­ande,~t ~n ,Singular,ett bemötande,obestämd form,ett bemötandes,obestämd form genitiv,bemötandet,bestämd form,bemötandets,bestämd form genitiv,Plural,bemötanden,obestämd form,bemötandens,obestämd form genitiv,bemötandena,bestämd form,bemötandenas,bestämd form genitiv
trend,~en ~er ,Singular,en trend,obestämd form,en trends,obestämd form genitiv,trenden,bestämd form,trendens,bestämd form genitiv,Plural,trender,obestämd form,trenders,obestämd form genitiv,trenderna,bestämd form,trendernas,bestämd form genitiv
at·­trib·­ut,~et; pl. ~ ,Singular,ett attribut,obestämd form,ett attributs,obestämd form genitiv,attributet,bestämd form,attributets,bestämd form genitiv,Plural,attribut,obestämd form,attributs,obestämd form genitiv,attributen,bestämd form,attributens,bestämd form genitiv
in|­lägg,~et; pl. ~ ,Singular,ett inlägg,obestämd form,ett inläggs,obestämd form genitiv,inlägget,bestämd form,inläggets,bestämd form genitiv,Plural,inlägg,obestämd form,inläggs,obestämd form genitiv,inläggen,bestämd form,inläggens,bestämd form genitiv
ny|­ord,~et; pl. ~ ,Singular,ett nyord,obestämd form,ett nyords,obestämd form genitiv,nyordet,bestämd form,nyordets,bestämd form genitiv,Plural,nyord,obestämd form,nyords,obestämd form genitiv,nyorden,bestämd form,nyordens,bestämd form genitiv
skall,~et; pl. ~ ,Singular,ett skall,obestämd form,ett skalls,obestämd form genitiv,skallet,bestämd form,skallets,bestämd form genitiv,Plural,skall,obestämd form,skalls,obestämd form genitiv,skallen,bestämd form,skallens,bestämd form genitiv
sub·­stant·­iv,~et; pl. ~ ,Singular,ett substantiv,obestämd form,ett substantivs,obestämd form genitiv,substantivet,bestämd form,substantivets,bestämd form genitiv,Plural,substantiv,obestämd form,substantivs,obestämd form genitiv,substantiven,bestämd form,substantivens,bestämd form genitiv
dat·­or,~n ~er [‑o´r‑] ,Singular,en dator,obestämd form,en dators,obestämd form genitiv,datorn,bestämd form,datorns,bestämd form genitiv,Plural,datorer,obestämd form,datorers,obestämd form genitiv,datorerna,bestämd form,datorernas,bestämd form genitiv
proto·­koll,~et; pl. ~ ,Singular,ett protokoll,obestämd form,ett protokolls,obestämd form genitiv,protokollet,bestämd form,protokollets,bestämd form genitiv,Plural,protokoll,obestämd form,protokolls,obestämd form genitiv,protokollen,bestämd form,protokollens,bestämd form genitiv
fråga,~n frågor ,Singular,en fråga,obestämd form,en frågas,obestämd form genitiv,frågan,bestämd form,frågans,bestämd form genitiv,Plural,frågor,obestämd form,frågors,obestämd form genitiv,frågorna,bestämd form,frågornas,bestämd form genitiv
fråga,~de ~t ,Finita former,frågar,presens aktiv,frågas,presens passiv,frågade,preteritum aktiv,frågades,preteritum passiv,fråga,imperativ aktiv,Infinita former,att fråga,infinitiv aktiv,att frågas,infinitiv passiv,har/hade frågat,supinum aktiv,har/hade frågats,supinum passiv,Presens particip,frågande,Perfekt particip,en frågad + substantiv,ett frågat + substantiv,den/det/de frågade + substantiv
sub·­sumt·ion,~en ~er ,Singular,en subsumtion,obestämd form,en subsumtions,obestämd form genitiv,subsumtionen,bestämd form,subsumtionens,bestämd form genitiv,Plural,subsumtioner,obestämd form,subsumtioners,obestämd form genitiv,subsumtionerna,bestämd form,subsumtionernas,bestämd form genitiv
pås|­vante,~n ‑vantar ,Singular,en påsvante,obestämd form,en påsvantes,obestämd form genitiv,påsvanten,bestämd form,påsvantens,bestämd form genitiv,Plural,påsvantar,obestämd form,påsvantars,obestämd form genitiv,påsvantarna,bestämd form,påsvantarnas,bestämd form genitiv
is|­hockey,~n ,Singular,en ishockey,obestämd form,en ishockeys,obestämd form genitiv,ishockeyn,bestämd form,ishockeyns,bestämd form genitiv
men·ing,~en ~ar ,Singular,en mening,obestämd form,en menings,obestämd form genitiv,meningen,bestämd form,meningens,bestämd form genitiv,Plural,meningar,obestämd form,meningars,obestämd form genitiv,meningarna,bestämd form,meningarnas,bestämd form genitiv
à-pris,~et ~er ,Singular,ett à-pris,obestämd form,ett à-pris,obestämd form genitiv,à-priset,bestämd form,à-prisets,bestämd form genitiv,Plural,à-priser,obestämd form,à-prisers,obestämd form genitiv,à-priserna,bestämd form,à-prisernas,bestämd form genitiv
gren|­klyka,~n ‑klykor ,Singular,en grenklyka,obestämd form,en grenklykas,obestämd form genitiv,grenklykan,bestämd form,grenklykans,bestämd form genitiv,Plural,grenklykor,obestämd form,grenklykors,obestämd form genitiv,grenklykorna,bestämd form,grenklykornas,bestämd form genitiv
genre,~n ~r [∫aŋ´rer] ,Singular,en genre,obestämd form,en genres,obestämd form genitiv,genren,bestämd form,genrens,bestämd form genitiv,Plural,genrer,obestämd form,genrers,obestämd form genitiv,genrerna,bestämd form,genrernas,bestämd form genitiv
ag·­enda,~n agendor ,Singular,en agenda,obestämd form,en agendas,obestämd form genitiv,agendan,bestämd form,agendans,bestämd form genitiv,Plural,agendor,obestämd form,agendors,obestämd form genitiv,agendorna,bestämd form,agendornas,bestämd form genitiv
q,q:et; pl. q:n el. q, best. pl. q:na ,Singular,ett q,obestämd form,ett q:s,obestämd form genitiv,q:et,bestämd form,q:ets,bestämd form genitiv,Plural,q:n (q),obestämd form,q:ns (q:s),obestämd form genitiv,q:na,bestämd form,q:nas,bestämd form genitiv
reg·­istr·­at·­or,~n ~er [‑o´r‑] ,Singular,en registrator,obestämd form,en registrators,obestämd form genitiv,registratorn,bestämd form,registratorns,bestämd form genitiv,Plural,registratorer,obestämd form,registratorers,obestämd form genitiv,registratorerna,bestämd form,registratorernas,bestämd form genitiv
till|­varo,~n ,Singular,en tillvaro,obestämd form,en tillvaros,obestämd form genitiv,tillvaron,bestämd form,tillvarons,bestämd form genitiv
certi·­fik·­at,~et; pl. ~ ,Singular,ett certifikat,obestämd form,ett certifikats,obestämd form genitiv,certifikatet,bestämd form,certifikatets,bestämd form genitiv,Plural,certifikat,obestämd form,certifikats,obestämd form genitiv,certifikaten,bestämd form,certifikatens,bestämd form genitiv
dag,~en el. vard. dan; pl. ~ar el. vard. dar ,Singular,en dag,obestämd form,en dags,obestämd form genitiv,dagen (dan),bestämd form,dagens (dans),bestämd form genitiv,Plural,dagar (dar),obestämd form,dagars (dars),obestämd form genitiv,dagarna,bestämd form,dagarnas,bestämd form genitiv,Övrig(a) form(er),dagsens,i vissa uttryck,daga,i vissa uttryck
in·­cid·­ent,~en ~er ,Singular,en incident,obestämd form,en incidents,obestämd form genitiv,incidenten,bestämd form,incidentens,bestämd form genitiv,Plural,incidenter,obestämd form,incidenters,obestämd form genitiv,incidenterna,bestämd form,incidenternas,bestämd form genitiv
hist·­or·­ik,~en ~er ,Singular,en historik,obestämd form,en historiks,obestämd form genitiv,historiken,bestämd form,historikens,bestämd form genitiv,Plural,historiker,obestämd form,historikers,obestämd form genitiv,historikerna,bestämd form,historikernas,bestämd form genitiv
lekam·­en,best. ~ ,Singular,en lekamen,obestämd form,en lekamens,obestämd form genitiv,lekamen,bestämd form,lekamens,bestämd form genitiv
dia·­lekt,~en ~er ,Singular,en dialekt,obestämd form,en dialekts,obestämd form genitiv,dialekten,bestämd form,dialektens,bestämd form genitiv,Plural,dialekter,obestämd form,dialekters,obestämd form genitiv,dialekterna,bestämd form,dialekternas,bestämd form genitiv
a,a:et; pl. a:n el. a, best. pl. a:na ,Singular,ett a,obestämd form,ett a:s,obestämd form genitiv,a:et,bestämd form,a:ets,bestämd form genitiv,Plural,a:n (a),obestämd form,a:ns (a:s),obestämd form genitiv,a:na,bestämd form,a:nas,bestämd form genitiv
verk,~et; pl. ~ ,Singular,ett verk,obestämd form,ett verks,obestämd form genitiv,verket,bestämd form,verkets,bestämd form genitiv,Plural,verk,obestämd form,verks,obestämd form genitiv,verken,bestämd form,verkens,bestämd form genitiv
om|­bud,~et; pl. ~ ,Singular,ett ombud,obestämd form,ett ombuds,obestämd form genitiv,ombudet,bestämd form,ombudets,bestämd form genitiv,Plural,ombud,obestämd form,ombuds,obestämd form genitiv,ombuden,bestämd form,ombudens,bestämd form genitiv
svär|­ord,~et; pl. ~ ,Singular,ett svärord,obestämd form,ett svärords,obestämd form genitiv,svärordet,bestämd form,svärordets,bestämd form genitiv,Plural,svärord,obestämd form,svärords,obestämd form genitiv,svärorden,bestämd form,svärordens,bestämd form genitiv
an|­del,~en ~ar ,Singular,en andel,obestämd form,en andels,obestämd form genitiv,andelen,bestämd form,andelens,bestämd form genitiv,Plural,andelar,obestämd form,andelars,obestämd form genitiv,andelarna,bestämd form,andelarnas,bestämd form genitiv
stam|­djur,~et; pl. ~ ,Singular,ett stamdjur,obestämd form,ett stamdjurs,obestämd form genitiv,stamdjuret,bestämd form,stamdjurets,bestämd form genitiv,Plural,stamdjur,obestämd form,stamdjurs,obestämd form genitiv,stamdjuren,bestämd form,stamdjurens,bestämd form genitiv
hus,~et; pl. ~ ,Singular,ett hus,obestämd form,ett hus,obestämd form genitiv,huset,bestämd form,husets,bestämd form genitiv,Plural,hus,obestämd form,hus,obestämd form genitiv,husen,bestämd form,husens,bestämd form genitiv,Övrig(a) form(er),huse,i vissa uttryck
hem|­ställ·­an,best. ~ ,Singular,en hemställan,obestämd form,en hemställans,obestämd form genitiv,hemställan,bestämd form,hemställans,bestämd form genitiv
sol·­it·­är,~t ~a ,Positiv,en solitär + substantiv,ett solitärt + substantiv,den/det/de solitära + substantiv
sol·­it·­är,~en ~er ,Singular,en solitär,obestämd form,en solitärs,obestämd form genitiv,solitären,bestämd form,solitärens,bestämd form genitiv,Plural,solitärer,obestämd form,solitärers,obestämd form genitiv,solitärerna,bestämd form,solitärernas,bestämd form genitiv
dön,~et; pl. ~ ,Singular,ett dön,obestämd form,ett döns,obestämd form genitiv,dönet,bestämd form,dönets,bestämd form genitiv,Plural,dön,obestämd form,döns,obestämd form genitiv,dönen,bestämd form,dönens,bestämd form genitiv
sekel,seklet; pl. sekler el. ~, best. pl. seklerna el. seklen ,Singular,ett sekel,obestämd form,ett sekels,obestämd form genitiv,seklet,bestämd form,seklets,bestämd form genitiv,Plural,sekler (sekel),obestämd form,seklers (sekels),obestämd form genitiv,seklerna (seklen),bestämd form,seklernas (seklens),bestämd form genitiv
lat|­hund,~en ~ar ,Singular,en lathund,obestämd form,en lathunds,obestämd form genitiv,lathunden,bestämd form,lathundens,bestämd form genitiv,Plural,lathundar,obestämd form,lathundars,obestämd form genitiv,lathundarna,bestämd form,lathundarnas,bestämd form genitiv
bröt,~en ~ar ,Singular,en bröt,obestämd form,en bröts,obestämd form genitiv,bröten,bestämd form,brötens,bestämd form genitiv,Plural,brötar,obestämd form,brötars,obestämd form genitiv,brötarna,bestämd form,brötarnas,bestämd form genitiv
stadga,~n ,Singular,en stadga,obestämd form,en stadgas,obestämd form genitiv,stadgan,bestämd form,stadgans,bestämd form genitiv
stadga,~n stadgor ,Singular,en stadga,obestämd form,en stadgas,obestämd form genitiv,stadgan,bestämd form,stadgans,bestämd form genitiv,Plural,stadgor,obestämd form,stadgors,obestämd form genitiv,stadgorna,bestämd form,stadgornas,bestämd form genitiv
stadga,~de ~t ,Finita former,stadgar,presens aktiv,stadgas,presens passiv,stadgade,preteritum aktiv,stadgades,preteritum passiv,stadga,imperativ aktiv,Infinita former,att stadga,infinitiv aktiv,att stadgas,infinitiv passiv,har/hade stadgat,supinum aktiv,har/hade stadgats,supinum passiv,Presens particip,stadgande,Perfekt particip,en stadgad + substantiv,ett stadgat + substantiv,den/det/de stadgade + substantiv
själv,~t ~a, superl. vard. ~aste ,Singular,själv,grundform utrum,självt,grundform neutrum ,Plural,själva,grundform,Som  bestämning,själva, själve, självaste,
själv,~et ,Singular,ett själv,obestämd form,ett självs,obestämd form genitiv,självet,bestämd form,självets,bestämd form genitiv
sem·­ester,~n semestrar ,Singular,en semester,obestämd form,en semesters,obestämd form genitiv,semestern,bestämd form,semesterns,bestämd form genitiv,Plural,semestrar,obestämd form,semestrars,obestämd form genitiv,semestrarna,bestämd form,semestrarnas,bestämd form genitiv
sko,~n ~r ,Singular,en sko,obestämd form,en skos,obestämd form genitiv,skon,bestämd form,skons,bestämd form genitiv,Plural,skor,obestämd form,skors,obestämd form genitiv,skorna,bestämd form,skornas,bestämd form genitiv
sko,skodde, skott, skodd n. skott, pres. skor ,Finita former,skor,presens aktiv,skos,presens passiv,skodde,preteritum aktiv,skoddes,preteritum passiv,sko,imperativ aktiv,Infinita former,att sko,infinitiv aktiv,att skos,infinitiv passiv,har/hade skott,supinum aktiv,har/hade skotts,supinum passiv,Presens particip,skoende,Perfekt particip,en skodd + substantiv,ett skott + substantiv,den/det/de skodda + substantiv
strat·­eg,~en ~er ,Singular,en strateg,obestämd form,en strategs,obestämd form genitiv,strategen,bestämd form,strategens,bestämd form genitiv,Plural,strateger,obestämd form,strategers,obestämd form genitiv,strategerna,bestämd form,strategernas,bestämd form genitiv
kom·­pet·­ens,~en ~er ,Singular,en kompetens,obestämd form,en kompetens,obestämd form genitiv,kompetensen,bestämd form,kompetensens,bestämd form genitiv,Plural,kompetenser,obestämd form,kompetensers,obestämd form genitiv,kompetenserna,bestämd form,kompetensernas,bestämd form genitiv
skola,~n skolor ,Singular,en skola,obestämd form,en skolas,obestämd form genitiv,skolan,bestämd form,skolans,bestämd form genitiv,Plural,skolor,obestämd form,skolors,obestämd form genitiv,skolorna,bestämd form,skolornas,bestämd form genitiv
skola,skulle, skolat, pres. ska el. skall ,Finita former,ska (skall),presens aktiv,skulle,preteritum aktiv,Infinita former,att skola,infinitiv aktiv,har/hade skolat,supinum aktiv
skola,~de ~t ,Finita former,skolar,presens aktiv,skolas,presens passiv,skolade,preteritum aktiv,skolades,preteritum passiv,skola,imperativ aktiv,Infinita former,att skola,infinitiv aktiv,att skolas,infinitiv passiv,har/hade skolat,supinum aktiv,har/hade skolats,supinum passiv,Presens particip,skolande,Perfekt particip,en skolad + substantiv,ett skolat + substantiv,den/det/de skolade + substantiv
kon·­junkt·ion,~en ~er ,Singular,en konjunktion,obestämd form,en konjunktions,obestämd form genitiv,konjunktionen,bestämd form,konjunktionens,bestämd form genitiv,Plural,konjunktioner,obestämd form,konjunktioners,obestämd form genitiv,konjunktionerna,bestämd form,konjunktionernas,bestämd form genitiv
mot·­iv,~et; pl. ~ ,Singular,ett motiv,obestämd form,ett motivs,obestämd form genitiv,motivet,bestämd form,motivets,bestämd form genitiv,Plural,motiv,obestämd form,motivs,obestämd form genitiv,motiven,bestämd form,motivens,bestämd form genitiv
glad,glatt glada ,Positiv,en glad + substantiv,ett glatt + substantiv,den/det/de glada + substantiv,den glade + maskulint substantiv,Komparativ,en/ett/den/det/de gladare + substantiv,Superlativ,är gladast,den/det/de gladaste + substantiv
glad,~et; pl. ~ ,Singular,ett glad,obestämd form,ett glads,obestämd form genitiv,gladet,bestämd form,gladets,bestämd form genitiv,Plural,glad,obestämd form,glads,obestämd form genitiv,gladen,bestämd form,gladens,bestämd form genitiv
strand,~en stränder ,Singular,en strand,obestämd form,en strands,obestämd form genitiv,stranden,bestämd form,strandens,bestämd form genitiv,Plural,stränder,obestämd form,stränders,obestämd form genitiv,stränderna,bestämd form,strändernas,bestämd form genitiv
